Score,Summary,Text,Sentiment,Cleaned_Text
2,Not crazy about flavor,"Wonderful color I don't know what to say extremely fast delivery. I was surprised how many were really in container. I personally did not like the flavor and couldn't find any of my kids who did. To their credit they did taste like ""juicy pear"" but for me they left a bad after taste in my mouth.",negative,wonder color dont know say extrem fast deliveri surpris mani realli contain person like flavor couldnt find kid credit tast like juici pear left bad tast mouth
1,"Don't buy this in bags, buy it in the jar.","First time ordering this stuff, and it shows up ... hard as a rock. This is ridiculous seeing as how it's supposed to be in POWDER FORM for crying out loud. What the hell is wrong with Amazon for even SHIPPING this stuff in this manner? Are their shipping dept. personnel completely braindead NOT to notice that this bag of powdered peanut butter should not be hard as a brick?? And from other reviews, Amazon won't accept returns on this item? That is outrageous. Bad Amazon, just BAD!<br /><br />I'm gonna TRY ordering the jarred version, and I freaking hope it shows up as it's intended; in POWDERED FORM dammit :/.",negative,first time order stuff show hard rock ridicul see suppos powder form cri loud hell wrong amazon even ship stuff manner ship dept personnel complet braindead notic bag powder peanut butter hard brick review amazon wont accept return item outrag bad amazon badim gon tri order jar version freak hope show intend powder form dammit
5,"Love it, can't beat the price","I eat hot cereal every morning for breakfast, so I'm picky. This is a perfect one. High in fiber, quick cooking, delicious, good texture, INEXPENSIVE, and you can get it delivered in packs of 6!?!!? I cannot be happier.",positive,eat hot cereal everi morn breakfast picki perfect one high fiber quick cook delici good textur inexpens get deliv pack happier
5,Great toy and teeth flosser for dogs!,Our dog loves this toy and so does our vet. He can't believe how clean our dog's teeth are because of this toy.,positive,dog love toy vet cant believ clean dog teeth toy
4,Mellow Coffee,Green Mountain is one of my favorite coffee brands.  Breakfast blend is mellow and a great way to start your day.,positive,green mountain one favorit coffe brand breakfast blend mellow great way start day
5,Awesome Cherries,"Any time you order (even when reading previews) it is a gamble.  Nearly all of the previews for this were good, but I read one which was not and called the validity of all the other previews into question.  I was concerned, but ordered any way.  I am glad I did.  These cherries were sweet, moist, and had that amazing cherry flavor that you usually only find in long cooked cherries.  They were well packaged and delicious.  If I need cherries again, I will definitely buy these.",positive,time order even read preview gambl nearli preview good read one call valid preview question concern order way glad cherri sweet moist amaz cherri flavor usual find long cook cherri well packag delici need cherri definit buy
5,Wonderful,"This tea is wonderful. Delightful taste of mango, you can make it stronger by adding more tea bags if strong is your preference. Add a little honey and its delicious. Had neighbors try it and they fell in love, drank my whole stash. One of my spouse's favorites, even I enjoy it and I'm a coffee drinker!",positive,tea wonder delight tast mango make stronger ad tea bag strong prefer add littl honey delici neighbor tri fell love drank whole stash one spous favorit even enjoy coffe drinker
5,Our dogs LOVE,Our dogs love the Everlasting Vanilla Mint!  One dog will licks and the other dog chews but it takes them a long time to finish them when they are in the treat balls.  The treat ball has provided them with hours of entertainment this winter when we haven't been able to get out much.  We have tried the Chicken and Liver flavors as well but the vanilla mint is by far the favorite.,positive,dog love everlast vanilla mint one dog lick dog chew take long time finish treat ball treat ball provid hour entertain winter havent abl get much tri chicken liver flavor well vanilla mint far favorit
5,More uses than you would think.,"These Anchos are fantastic. Ancho is actually ripe smoked and dried poblano peppers.<br />Similar to how a chipolte is smoked and dried red jalapeno.<br /><br />These chiles have a mild to medium heat with a sweet fruity flavor with hints of cherry,<br />fig, and mild tabasco peppers. It's a favorite in Mexican cooking, and especially in mole,<br />but it has a wide range of uses from sauces to salsas and even steak and barbecue sauce.<br />This stuff is also a critical ingredient in the best enchilada sauces.<br /><br />These Badia peppers are properly sun-dried and not the variety of oven dried peppers more<br />commonly found that makes the peppers somewhat bitter. You can use these right out of the<br />bag by crushing or grinding, or you could toast them in oil to really bring out their flavor.<br />Most people just reconstitute them in water and puree them for sauces. At any rate, this is<br />one of the most useful and flavorful ingredients for a variety of dishes than you are likely<br />to find anywhere. 5 Pods",positive,ancho fantast ancho actual ripe smoke dri poblano pepperssimilar chipolt smoke dri red jalapenothes chile mild medium heat sweet fruiti flavor hint cherryfig mild tabasco pepper favorit mexican cook especi molebut wide rang use sauc salsa even steak barbecu saucethi stuff also critic ingredi best enchilada saucesthes badia pepper properli sundri varieti oven dri pepper morecommonli found make pepper somewhat bitter use right thebag crush grind could toast oil realli bring flavormost peopl reconstitut water pure sauc rate ison use flavor ingredi varieti dish likelyto find anywher pod
5,Fun distraction for my toy poodle,"My toy poodle is 4 years old and he is pretty smart. He loves learning new tricks and seems to enjoy being challenged mentally. This product is great for him because he loves playing with tennis balls. Basically, this ""toy"" is really a puzzle for him to try to get the tennis ball out. It helps that my dog has small paws which can easily get inside the toy. Another benefit is the rubber is soft and is easily washable. It is particularly challenging for him to get the tennis ball",positive,toy poodl year old pretti smart love learn new trick seem enjoy challeng mental product great love play tenni ball basic toy realli puzzl tri get tenni ball help dog small paw easili get insid toy anoth benefit rubber soft easili washabl particularli challeng get tenni ball
5,Hot but still flavorful,"We had the Green Chile Habanero one at a local restaurant and we loved it so much and decided to buy our own.<br />Was very excited to see Amazon has it as a gift pack, so we get to try all 4 flavors.<br />It's definitely spicy comparing to other regular hot sauce you can purchased at grocery stores.",positive,green chile habanero one local restaur love much decid buy ownwa excit see amazon gift pack get tri flavorsit definit spici compar regular hot sauc purchas groceri store
5,Super Treats!!!!!!!!,The dogs love this  treat!  They will do almost anything for the delicious treat!<br />The freeze dried chicken liver treats are more tempting than the beef.  These<br />treats are better than any we've tried for our dogs.  Yum Yum!!,positive,dog love treat almost anyth delici treatth freez dri chicken liver treat tempt beef thesetreat better weve tri dog yum yum
5,Sun-Dried Olives and Almonds (Olive Essicate con Mandorle),"For some you will have to aquire a taste for the way these olives are cured. If you are willing to try it and hang in there it is well worth it though. These have already been prepared for you but you can still add your own olive oil and any other spices you may like to them. The flesh of these olives after being cured is meaty with a slight bitter to them. They play off the almonds very well. The almonds in this mixture are soft, smooth (almost creamy) and offset the slight bitter in the olive. I prefer to eat one or two olives and then follow up with an almond. You can even eat both simultaneously. The olives do have pits so be careful. Don't just bite down into one or you may damage a tooth. Eat the flesh of the olive off of the pit. I prefer to add some of my own extra virgin olive oil but it is up to your individual taste. This would go great on an antipasta tray or served with some cheeses and maybe some wine. Buon Appetito!",positive,aquir tast way oliv cure will tri hang well worth though alreadi prepar still add oliv oil spice may like flesh oliv cure meati slight bitter play almond well almond mixtur soft smooth almost creami offset slight bitter oliv prefer eat one two oliv follow almond even eat simultan oliv pit care dont bite one may damag tooth eat flesh oliv pit prefer add extra virgin oliv oil individu tast would great antipasta tray serv chees mayb wine buon appetito
4,"Five out of six cats say ""Yummy!""","Both entrees were popular at my house, with all my furkids except ""Mr. Picky!""  This product line should also be popular with humans, because it has a pleasant odor, and it looks like ""people food,"" as the box says.  If you're concerned about issues such as ""gluten free,"" it's that, too.<br /><br />I did feel that the ""Chicken Pot Pie Entree"" had a lot of liquid in proportion to the amount of solids, especially for the price.  About half the can is broth.  Kitties who prefer minced meals would probably not like this.",positive,entre popular hous furkid except picki product line also popular human pleasant odor look like peopl food box say your concern issu gluten free tooi feel chicken pot pie entre lot liquid proport amount solid especi price half broth kitti prefer minc meal would probabl like
2,"Robitussin Sodas, anyone?","Let me start out by saying how sad I am to give this product a negative review.  I love watermelon EVERYTHING, so I was super excited when I saw this new syrup was available.  I have to say, however, that it blows my mind how the guys in Amoretti R&D actually thought this syrup tasted like anything but watermelon cough syrup.  For use in Italian sodas, this is *completely* undrinkable.  I've confirmed this with a few friends to make sure I wasn't just being a bitch.  Others reviewers here have mentioned using this syrup in yogurt, and I did try a couple pumps in a strawberry smoothie, and the dairy did seem to help cover up the poison/medicinal overtones.<br />  In short, I cannot recommend this flavor.  If you're looking for a good watermelon syrup, try the Torani version.  I'm sure Amoretti has some excellent flavors in their arsenal, but this is definitely NOT one of them.",negative,let start say sad give product neg review love watermelon everyth super excit saw new syrup avail say howev blow mind guy amoretti actual thought syrup tast like anyth watermelon cough syrup use italian soda complet undrink ive confirm friend make sure wasnt bitch other review mention use syrup yogurt tri coupl pump strawberri smoothi dairi seem help cover poisonmedicin overton short recommend flavor your look good watermelon syrup tri torani version sure amoretti excel flavor arsen definit one
5,Wellness Simple Ltd. Ingred. Salmon and Rice Dry Dog Food,"Happy with Dog Food, and our dogs like it too!  The food is made of healthy ingredients and is especially good for one dog of ours who has skin allergies, and there are many ingredients he can't tolerate.  I've found the 26 lb. bag to be the best price.<br /> <a href=""http://www.amazon.com/gp/product/B002SUVR5W"">Wellness Simple Solutions Dog Food, Rice and Salmon Formula, 10-Pound and 8-Ounce Bag</a>",positive,happi dog food dog like food made healthi ingredi especi good one dog skin allergi mani ingredi cant toler ive found bag best price well simpl solut dog food rice salmon formula pound ounc bag
4,Good - not great,"Chocolate deserves four stars just because.<br />Beyond that, I thought these were tasty but they fell apart like crumbly cake.  Taste was good, but the presentation was not so much.",positive,chocol deserv four star becausebeyond thought tasti fell apart like crumbl cake tast good present much
5,Yum! times 10,"These are stunningly delicious.  If you heat them for a few seconds in the microwave (or take them along on a hot summer day's picnic), they're soft and chewy and addictive.",positive,stunningli delici heat second microwav take along hot summer day picnic theyr soft chewi addict
5,Great pretzels!,"I found these pretzels originally when I started eating a primarily gluten-free diet.  They taste great!  I had been getting them from my grocery store, but they are rather expensive, so I was thrilled to find them on Amazon for a less expensive price and I was able to get them for even less when I got them on auto-ship.  These pretzels are my main snack food and even my family loves them.  I would highly recommend them.",positive,found pretzel origin start eat primarili glutenfre diet tast great get groceri store rather expens thrill find amazon less expens price abl get even less got autoship pretzel main snack food even famili love would highli recommend
5,My picky cats love Purrfectly Fish,"Having owned cats for about 4 years now, I know that they all have their likes and dislikes, just like any animal. With that being said, I came across this product about 6 months ago and my three cats love it. None of my cats like the soft food that is usually cut or shaped into squares. When I did serve my cats this type of food, my cats just lapped up the sauces, but left the food behind. With this product, my cats lick the bowl clean. The local stores only carry the variety packs, which contain three different kinds of Purrfectly Fish. None of my cats are fond of the mackerel, so I usually ended up with those packages left over. I was glad to find that Amazon carries the tuna entree, so I know that my cats will eat it. Add in Subscribe & Save, and you have a winner.",positive,own cat year know like dislik like anim said came across product month ago three cat love none cat like soft food usual cut shape squar serv cat type food cat lap sauc left food behind product cat lick bowl clean local store carri varieti pack contain three differ kind purrfectli fish none cat fond mackerel usual end packag left glad find amazon carri tuna entre know cat eat add subscrib save winner
5,Great!,"I bought this mostly because i wanted the peppermint hot cocoa, but i fell in love with the milk chocolate one.  The peppermint was pretty good as well...good cocoa!!!",positive,bought mostli want peppermint hot cocoa fell love milk chocol one peppermint pretti good wellgood cocoa
5,These things freaking ROCK!,"Regular salted almonds are okay but tend to be boring after awhile.  But Blue Diamond Jalapeno Smokehouse almonds are just amazing.  I could eat an entire can in one sitting no problem, probably two cans.  I was tempted to give these nuts just 1 star because I'm afraid they're going to make me fat and broke!  FYI, I also tried the Wasabi & Soy Sauce almonds--absolutely no comparison, the Jalapeno Smokehouse blow them out of the water (at least to my taste buds).",positive,regular salt almond okay tend bore awhil blue diamond jalapeno smokehous almond amaz could eat entir one sit problem probabl two can tempt give nut star afraid theyr go make fat broke fyi also tri wasabi soy sauc almondsabsolut comparison jalapeno smokehous blow water least tast bud
5,delicious!,"I bought these sky bars for my husband who was nostolgic about the old seven up bars. While they don't have all the flavors inclued in those, the flavors in this bar are delicious! It's like getting 4 kinds of chocolate bar in one.",positive,bought sky bar husband nostolg old seven bar dont flavor inclu flavor bar delici like get kind chocol bar one
5,My favorite coffee K-cup so far,"I first tried this brand and blend as part of a k-cup sampler pack. I was immediately in love with this k-cup! It's my very favorite so far. My personal preference for coffee is a nice bodied medium roast, and this more than fits the bill. It has the smoothest taste of the 6 or 7 medium roasts/breakfast blends that I have tried so far. If you like high octane, this is not going to be your favorite k-cup, but you would certainly enjoy it as a nice change of pace every now and then. My benchmark for a good k-cup is that I can use the large (9oz) setting on my Keurig and still get a cup of real coffee, not coffee flavored water. This passes the test with flying colors. If I need a kick in the pants to get out the door in the morning, I drop down to the 7oz setting for a slightly stronger brew. I like the fact that the taste remains smooth, even if I make it a little stronger. I give this k-cup an A+!",positive,first tri brand blend part kcup sampler pack immedi love kcup favorit far person prefer coffe nice bodi medium roast fit bill smoothest tast medium roastsbreakfast blend tri far like high octan go favorit kcup would certainli enjoy nice chang pace everi benchmark good kcup use larg set keurig still get cup real coffe coffe flavor water pass test fli color need kick pant get door morn drop set slightli stronger brew like fact tast remain smooth even make littl stronger give kcup
1,Disappointed,"I was just deceived... I'm pregnant and have a craving for caviar, but can't eat any raw fish products. So the only option for me is pasteurized caviar. The description of the product here states that this romanoff caviar is pasteurized, but when I got it I didn't find any mention about pasteurization on the jar or packing! So, I can't eat it. It's not cheap, but I don't want spent more money on return shipment, so don't know what to do with it...<br />Shame on you, seller, for deceiving your customers!",negative,deceiv pregnant crave caviar cant eat raw fish product option pasteur caviar descript product state romanoff caviar pasteur got didnt find mention pasteur jar pack cant eat cheap dont want spent money return shipment dont know itsham seller deceiv custom
5,Zukes Dog treats,My dogs love Zuke's Hip Action Treats.<br /><br />I don't know if you realized it or not but the individual bags you were selling were cheaper than the three pack.,positive,dog love zuke hip action treatsi dont know realiz individu bag sell cheaper three pack
5,any dog loves these,i have 5 rat terries and they love these things. they are good for them as they are mostly natural which is good due to i have one that can not have much crude fat. just have to shop around to see who has best prices as they can be expensive.,positive,rat terri love thing good mostli natur good due one much crude fat shop around see best price expens
5,Thank God for the Belgians!,"If not careful, even a Christian like me could begin to think these truffles are the meaning of life! They are fabulous and have become one of my best friends, and I am blessed with lots of friends!  Seriously, you cannot do better than these amazing confections!",positive,care even christian like could begin think truffl mean life fabul becom one best friend bless lot friend serious better amaz confect
1,Rip off!,Thought this was going to be multiple boxes as the pictures appears for this product and it was $15 for 5 small pouches!!  I pay less than $5/box at target but thought I was getting more than that size box here!  Never again!,negative,thought go multipl box pictur appear product small pouch pay less box target thought get size box never
4,This palm sugar has salt in it!,"I have bought palm sugar before and love it in my coffee, tea and on fruit.  I was shocked to taste this product and find it contains salt!  I see that the packaging says ""fleur de sel"" but do not speak French, so that didn't mean a thing to me. I realize that if I had carefully read the entire ad and not only the ""Product Features"", I would have seen that the ""Important Information"" and ""Product Description"" list salt as an ingredient.<br /><br />This is a great product; just be aware that ""fleur de sel"" means salt!",positive,bought palm sugar love coffe tea fruit shock tast product find contain salt see packag say fleur sel speak french didnt mean thing realiz care read entir product featur would seen import inform product descript list salt ingredientthi great product awar fleur sel mean salt
2,Get What You pay for!!!!,"The price was cheap & so was the product. These rawhide bones literally disinegrated into a thousand small shards, occasionally causing my Golden to gag on them. I don't feel that i got my money's worth, because they would break up & be gone in 10 minutes, rather than giving hours of enjoyment. I had to vacuum the floor every time he had one. I bought better ones @ Costco. I give him these cheap, junk, ones, to have, only in the yard",negative,price cheap product rawhid bone liter disinegr thousand small shard occasion caus golden gag dont feel got money worth would break gone minut rather give hour enjoy vacuum floor everi time one bought better one costco give cheap junk one yard
3,Dark Roast Production Problems,"Having used the Senseo Dark Roast pods for years, I was happy when Amazon got them back in stock.  But the coffee is now undrinkable--it is incredibly bitter; I ended up throwing it out.  To make sure it was not just me, I made a cup for a friend who LOVES the Dark Roast, and she also said that it was very bitter.<br /><br />Called Senseo.  The rep said that he had gotten other complaints of a similar nature: that the new blend was bitter.  He said that it might have been a problem at the factory, since the new batches were supposed to taste the same as the older batches.  (The former factory has closed down, and they are manufacturing the new batches in a different factory.)  However, the new bags also say ""French Roast' not just ""Dark Roast"" so this may account for the difference--but French roasted coffee should not be bitter.<br /><br />For those who are concerned that the pods no longer say ""Senseo"" on the top, they are not counterfeit.  I was told that Senseo decided to eliminate the printing, since it made the pod fractionally thicker and some customers had problems with the top of the pod tearing.  Removing the printing would hopefully do away with this problem.  However, this is the least of my worries, since these pods will have to be thrown out and I do not have any of the older Senseo Dark Roast pods remaining.<br /><br />UPDATE: The following day, having written the scathing review above, I decided to open another bag and see if those pods were as awful as those in the first bag before I threw out all remaining five bags of pods.<br /><br />To my surprise, these pods were fine and the coffee tasted just like the older version.  Clearly there is a problem in the production in the new factory.  I did not want to open the other four bags now, since they would lose their freshness, but it is still possible that the coffee in some of those is also horrible.  But at least I feel better knowing that Senseo did not change the formula for the Dark Roast.  Now they just have to get their production kinks worked out.<br /><br />Amazon, of course, was great in dealing with the problem.",neutral,use senseo dark roast pod year happi amazon got back stock coffe undrinkableit incred bitter end throw make sure made cup friend love dark roast also said bittercal senseo rep said gotten complaint similar natur new blend bitter said might problem factori sinc new batch suppos tast older batch former factori close manufactur new batch differ factori howev new bag also say french roast dark roast may account differencebut french roast coffe bitterfor concern pod longer say senseo top counterfeit told senseo decid elimin print sinc made pod fraction thicker custom problem top pod tear remov print would hope away problem howev least worri sinc pod thrown older senseo dark roast pod remainingupd follow day written scath review decid open anoth bag see pod aw first bag threw remain five bag podsto surpris pod fine coffe tast like older version clearli problem product new factori want open four bag sinc would lose fresh still possibl coffe also horribl least feel better know senseo chang formula dark roast get product kink work outamazon cours great deal problem
4,So/So,"This product is alright. I LOVE the lentil couscous one. This one is a bit salty, just not as good as some of the other. But it is a great product on the fly.",positive,product alright love lentil couscou one one bit salti good great product fli
5,GREAT SMOKED HERRING,"I and my wife were afraid to try canned food through amazon. The low number of comments made us unsure of buying this product. Today, we got them and they are very tasty. The cans were easy to open and were not messy if you opened them in the right way. I recommend you to buy them.<br />The only bad thing in this product, that it doesn't have some fish eggs.",positive,wife afraid tri can food amazon low number comment made unsur buy product today got tasti can easi open messi open right way recommend buy themth bad thing product doesnt fish egg
5,We love this tea.,We have ordered this product twice and the quality and freshness is always optimal.  We are always amazed at the quick delivery by Amazon.  Thank you!!  Steve and Debi Watson,positive,order product twice qualiti fresh alway optim alway amaz quick deliveri amazon thank steve debi watson
4,Good variation from our usual.,"Risotto is never our favorite, but this is a wonderful change from our usual fare.  Plus it is Quick and easy and wonderful added to homemade soups and stew.  I like adding veggies and cheddar overall if I serve it as a side dish.  Everything Lundberg is wonderful ... esp. their rice pasta noodles.  yum.",positive,risotto never favorit wonder chang usual fare plu quick easi wonder ad homemad soup stew like ad veggi cheddar overal serv side dish everyth lundberg wonder esp rice pasta noodl yum
5,The Best Italian Seasoning,"This seasoning blend used to be carried in our local store, and then suddenly we couldn't find it ANYWHERE.  I'm so happy to be able to order it!  It's so much more than your regular, grocery-store mix of oregano, parsley, and other greenery.<br /><br />We use it in so many things.  Of course, it's great in our Italian dishes.  It's also livened up things such as sausage balls, spinach dip (SO GOOD), and even just oven-baked chicken.  I never thought I'd order spices online, and I never thought I'd be so happy to see a package arrive.  :)",positive,season blend use carri local store suddenli couldnt find anywher happi abl order much regular grocerystor mix oregano parsley greeneryw use mani thing cours great italian dish also liven thing sausag ball spinach dip good even ovenbak chicken never thought order spice onlin never thought happi see packag arriv
5,Great price and variety!  Do multiple rinses though...,"I haven't yet tried the morels which are of course the gems of the litter, but of the three other varieties I've tried, these are great!  An ounce is quite a lot actually...I'm going to get 2-3 uses out of each bag.<br /><br />I've never rehydrated mushrooms before but it's pretty easy and has some great benefits.  While the texture isn't the same as cooking with fresh mushrooms it lets you have all these varieties any time of the year and the ""liquor"" that you get from the water they rehydrate in is flavorful and great for using in sauces (sometimes the same recipe as the mushrooms).<br /><br />One caveat though - I had looked up instructions online and then compared them with the labels.  I followed the instructions on the labels at first but found one important thing that the internet had suggested - you really do need to carefully wash these and strain the liquor if you're going to use it.  That's because there IS sand and grit on a few of the mushrooms.  (Overall they seem fairly clean, but I bit into a few grains of sand the first few times I used them because of skipping this step)<br /><br />Anyway, this is a FANTASTIC price and a great way to try these varieties if you never have since most aren't available in a lot of grocery stores.  My palate is inexperienced in most of these varieties but they seem good to me...nice big mushrooms that rehydrate well and are full of flavor.<br /><br />Finally, I did separately order a variety of other products from Earthy direct from their website.  They have a lot of stuff there (sauces, spices, gourmet treats) and their other products are fantastic thus far as well.  Watch prices though...although it's nice to get all your little treats in one place, some items really are cheaper here on Amazon.<br /><br />Customer service from Earthy is great as well...I would assume they'd treat Amazon orders as well as they treat their direct traffic.  I had an issue (my fault) with an order from their website and they were incredibly helpful fixing it.",positive,havent yet tri morel cours gem litter three varieti ive tri great ounc quit lot actuallyim go get use bagiv never rehydr mushroom pretti easi great benefit textur isnt cook fresh mushroom let varieti time year liquor get water rehydr flavor great use sauc sometim recip mushroomson caveat though look instruct onlin compar label follow instruct label first found one import thing internet suggest realli need care wash strain liquor your go use that sand grit mushroom overal seem fairli clean bit grain sand first time use skip stepanyway fantast price great way tri varieti never sinc arent avail lot groceri store palat inexperienc varieti seem good menic big mushroom rehydr well full flavorfin separ order varieti product earthi direct websit lot stuff sauc spice gourmet treat product fantast thu far well watch price thoughalthough nice get littl treat one place item realli cheaper amazoncustom servic earthi great welli would assum theyd treat amazon order well treat direct traffic issu fault order websit incred help fix
4,Smooth,"I really like the smoothness of this coffee- not acidic or bitter. It is neither dark nor light...a nice ""non-offensive"" middle of the road coffee to have on hand. I did get grounds in my coffee one time this week, but I am fairly new to Keurig and don't know if this is the occassional thing that I can expect, or if this was an isolated incident. Will keep my eyes open for it, but overall happy with this purchase. I plan on reordering.",positive,realli like smooth coffe acid bitter neither dark lighta nice nonoffens middl road coffe hand get ground coffe one time week fairli new keurig dont know occassion thing expect isol incid keep eye open overal happi purchas plan reorder
1,Blah,"Good aroma, good mouth feel, but the taste...flavorless.  Like a crunchy lump of flour.  Might help if they put some ginger in it.",negative,good aroma good mouth feel tasteflavorless like crunchi lump flour might help put ginger
1,"Bumble Bee Whole Baby Clams, 10-Ounce Cans {pack 12}","This is the WORST TASTING Baby whole clams I have ever had!! Being a Bumble Bee Brand, I thought there is no way I could go wrong.. I love their tuna. I make clam chowder once or twice a month {cold weather} for family or friends.<br /><br />We had company coming that night. Thank goodness I tried it before they arrived. I ended up throwing it out!!<br />I e-mailed Amazon and told them the problem and wanted a credit to my account..Less than 30 minutes I received a e-mail from Amazon.<br /><br />Was informed that a credit would be giving. Will show on my account in two or three days, which it did. Told not to send the two cases back. Get rid of it anyway I wanted.. Our cats would not eat it, not the dog!!  I took it to the dump!!<br /><br />I could not believe the speed in how Amazon handled this problem!! I have NEVER dealt with a company that moved this fast!!!! I made a mistake ordering a dvd. E-mailed Amazon and it was taken care of with in a half-hour!!!<br /><br />I have NEVER received a dented can , nor crush package.. Also the boxes they send the items in , have saved me money from buying from the post office!!<br /><br />Needless to say I`m Very Happy dealing with Amazon!!",negative,worst tast babi whole clam ever bumbl bee brand thought way could wrong love tuna make clam chowder twice month cold weather famili friendsw compani come night thank good tri arriv end throw outi email amazon told problem want credit accountless minut receiv email amazonwa inform credit would give show account two three day told send two case back get rid anyway want cat would eat dog took dumpi could believ speed amazon handl problem never dealt compani move fast made mistak order dvd email amazon taken care halfhouri never receiv dent crush packag also box send item save money buy post officeneedless say happi deal amazon
1,Don't buy this! Too coarse,Made the mistake of ordering this product. This coffee is WAY too coarse to use. The result is that the coffee tastes weak and bland. You have to use a TON of coffee to get any taste whatsoever and even then it doesn't taste very good. Now I'm stuck with 4 cans. I may try running the grounds through a coffee grinder to see if I can get a finer grind. Very disappointed.<br /><br />May try the black can (espresso grind) in the future as that one has excellent reviews.,negative,made mistak order product coffe way coars use result coffe tast weak bland use ton coffe get tast whatsoev even doesnt tast good stuck can may tri run ground coffe grinder see get finer grind disappointedmay tri black espresso grind futur one excel review
5,So good it could be a beverage!,I brought some of this back from a trip to Jamaica and wished I had bought it by the gallon.  It is very hard to find but WELL worth ordering in bulk!  It is a sweet but spicy sauce that takes me back to Jamaica with every taste.  I have attempted to duplicate it many times but can't seem to get it right.  I am ecstatic to finally have found a source.,positive,brought back trip jamaica wish bought gallon hard find well worth order bulk sweet spici sauc take back jamaica everi tast attempt duplic mani time cant seem get right ecstat final found sourc
5,Love love love it,I love cappuccino from the gas station. It is sweet and a good pick me up. This tastes just like that! I love love love it. French vanilla and caramel yum yum yummy too. I highly recommend this item for those who love the sweet gas station cappuccinos. I like it sweet and creamy and that is what this is.,positive,love cappuccino ga station sweet good pick tast like love love love french vanilla caramel yum yum yummi highli recommend item love sweet ga station cappuccino like sweet creami
5,Great tasting maple syrup,"I've decided to order this online due to uncomparable high price of maple syrup in local stores.  I'm glad that I did, besides saving money, it also tasted better.  Happy with this purchase.",positive,ive decid order onlin due uncompar high price mapl syrup local store glad besid save money also tast better happi purchas
1,Cherries or Gooseberries,I ordered dark cherries and I received gooseberries. Someone was not paying attention. My order conformation showed the cherries that I ordered.,negative,order dark cherri receiv gooseberri someon pay attent order conform show cherri order
1,Total rip off,"I'm surprised no one has noted how much water is in the package and how little fat (only 1.4%).  This Weruva flavor, for example, has 85% water (only 15% dry ingredients).  Here is what the FDA says on its web site:<br /><br />""It is especially important to look at the moisture guarantee for canned foods, even when comparing a canned food with another canned. Under AAFCO regulations, the maximum percentage moisture content for a pet food is 78%, except for products labeled as a ""stew,"" ""in sauce,"" ""in gravy,"" or similar terms. The extra water gives the product the qualities needed to have the appropriate texture and fluidity. Some of these exempted products have been found to contain as much as 87.5% moisture. This doesn't sound like much difference until the dry matter contents are compared. For example, a product with a guarantee of 87.5% moisture contains 12.5% dry matter, only half as much as a product with a 75% moisture guarantee (25% dry matter).""<br /><br />On top of the nutrition problems, Weruva is ripping you off on a cost basis (this is my comment, not the FDA's). Looking at the dry ingredients, Weruba is charging you about $2 per ounce ($1.60 per 0.825 oz dry ingredients in a 5.5 oz can).  The top premium cat foods charge about $1 per ounce of dry ingredients.  Avoderm is 80 cents per 1 oz dry weight.  Science Diet is less than 70 cents per oz dry weight.  So Weruva is nearly 3 times the cost for ingredients other than water comparing Science Diet.<br /><br />So if you have a lot of money to waste and don't mind your cats having dry hair and other skin problems from lack of essential fats in the diet, then go for Weruva.  Otherwise, wait until they drop their price and increase the fat content.",negative,surpris one note much water packag littl fat weruva flavor exampl water dri ingredi fda say web siteit especi import look moistur guarante can food even compar can food anoth can aafco regul maximum percentag moistur content pet food except product label stew sauc gravi similar term extra water give product qualiti need appropri textur fluiditi exempt product found contain much moistur doesnt sound like much differ dri matter content compar exampl product guarante moistur contain dri matter half much product moistur guarante dri matteron top nutrit problem weruva rip cost basi comment fda look dri ingredi weruba charg per ounc per dri ingredi top premium cat food charg per ounc dri ingredi avoderm cent per dri weight scienc diet less cent per dri weight weruva nearli time cost ingredi water compar scienc dietso lot money wast dont mind cat dri hair skin problem lack essenti fat diet weruva otherwis wait drop price increas fat content
5,Harney & Sons Hot Cinnamon Spice Tea,"I had this tea at a friends house recently, and really enjoyed it.  I was delighted to find that it was available from Amazon, and immediately placed my order.  It came quickly, and was just as I'd hoped.  The tin keeps it very fresh, and I'm enjoying my delicious new tea - just in time for the holiday season!",positive,tea friend hous recent realli enjoy delight find avail amazon immedi place order came quickli hope tin keep fresh enjoy delici new tea time holiday season
5,If u are looking for amazing bottled water,I love this water; placebo effect or truth to the Ph...sorry im a skeptic...this stuff makes me feel fantastic!! If Im going to drink a bottle of water I turn to this brand of alkaline water. :D,positive,love water placebo effect truth phsorri skepticthi stuff make feel fantast go drink bottl water turn brand alkalin water
